"Message ID";"Date";"Subject";"JSTTime";"Author";"Type";"Category";"Exp number";"Run number";"Num events";"Run time [min]";"Solenoid";"Subdetectors";"DQM plots";"Text"
14111;Tue  01 Oct 2019 15:22:56 +0000;"run number 688";"2019/10/01 23:33 JST";"sreiter";"New Run";"DAQ study";"10";"688";"-99";"0:49:39";"OFF";"PXD | CDC | ARICH | ECL | KLM | TRG";"0";"Run was started at 2019/10/01 23:33 JST
Run was stopped at 2019/10/02 00:22 JST
Experiment: 10
Runnumber: 688
Run type: DAQ study
Trigger type: poisson, 30000 Hz
HLT Script: passthrough

HV state: PEAK
Subsystems in PEAK: SVD ARICH PXD 
Subsystems masked: CDC 

HER/LER current at the start: -0.0617 / -0.0019 mA
Number of HER/LER bunches: 1576.0 / 1576.0
Luminosity at start [10^30 /cm^2/sec]: 0.0
Rate (Trig. output) at start [Hz]: 0.0
Solenoid: OFF (0.0 T, 0 A)
Total events: -99
Integrated Luminosity [10^33 /cm^2]: -99

Stopped because of:PXD ERROR"
14108;Tue  01 Oct 2019 14:19:47 +0000;"run number 687";"2019/10/01 23:11 JST";"sreiter";"New Run";"DAQ study";"10";"687";"-99";"0:08:33";"OFF";"PXD | CDC | ARICH | ECL | KLM | TRG";"0";"Run was started at 2019/10/01 23:11 JST
Run was stopped at 2019/10/01 23:19 JST
Experiment: 10
Runnumber: 687
Run type: DAQ study
Trigger type: poisson, 30000 Hz
HLT Script: passthrough

HV state: PEAK
Subsystems in PEAK: SVD ARICH PXD 
Subsystems masked: CDC 

HER/LER current at the start: -0.0617 / -0.0019 mA
Number of HER/LER bunches: 1576.0 / 1576.0
Luminosity at start [10^30 /cm^2/sec]: 0.0
Rate (Trig. output) at start [Hz]: 0.0
Solenoid: OFF (0.0 T, 0 A)
Total events: -99
Integrated Luminosity [10^33 /cm^2]: -99

Stopped because of:"
14107;Tue  01 Oct 2019 14:01:27 +0000;"run number 686";"2019/10/01 21:48 JST";"sreiter";"New Run";"DAQ study";"10";"686";"-99";"1:12:34";"OFF";"SVD | CDC | ARICH | ECL | KLM | TRG";"0";"Run was started at 2019/10/01 21:48 JST
Run was stopped at 2019/10/01 23:01 JST
Experiment: 10
Runnumber: 686
Run type: DAQ study
Trigger type: poisson, 30000 Hz
HLT Script: passthrough

HV state: PEAK
Subsystems in PEAK: SVD ARICH PXD 
Subsystems masked: CDC 

HER/LER current at the start: -0.0617 / -0.0019 mA
Number of HER/LER bunches: 1576.0 / 1576.0
Luminosity at start [10^30 /cm^2/sec]: 0.0
Rate (Trig. output) at start [Hz]: 0.0
Solenoid: OFF (0.0 T, 0 A)
Total events: -99
Integrated Luminosity [10^33 /cm^2]: -99

Stopped because of: Stop to include PXD"
14106;Tue  01 Oct 2019 12:44:21 +0000;"run number 685";"2019/10/01 21:24 JST";"sreiter";"New Run";"DAQ study";"10";"685";"-99";"0:20:06";"OFF";"SVD | CDC | ARICH | ECL | KLM | TRG";"0";"Run was started at 2019/10/01 21:24 JST
Run was stopped at 2019/10/01 21:44 JST
Experiment: 10
Runnumber: 685
Run type: DAQ study
Trigger type: poisson, 30000 Hz
HLT Script: passthrough

HV state: TRANSITION
Subsystems in PEAK: SVD ARICH 
Subsystems masked: CDC 

HER/LER current at the start: -0.0617 / -0.0019 mA
Number of HER/LER bunches: 1576.0 / 1576.0
Luminosity at start [10^30 /cm^2/sec]: 0.0
Rate (Trig. output) at start [Hz]: 0.0
Solenoid: OFF (0.0 T, 0 A)
Total events: -99
Integrated Luminosity [10^33 /cm^2]: -99

Stopped because of:"
14105;Tue  01 Oct 2019 12:15:07 +0000;"run number 684";"2019/10/01 21:04 JST";"sreiter";"New Run";"DAQ study";"10";"684";"-99";"0:10:49";"OFF";"SVD | CDC | ARICH | ECL | KLM | TRG";"0";"Run was started at 2019/10/01 21:04 JST
Run was stopped at 2019/10/01 21:15 JST
Experiment: 10
Runnumber: 684
Run type: DAQ study
Trigger type: poisson, 30000 Hz
HLT Script: passthrough

HV state: PEAK
Subsystems in PEAK: SVD ARICH PXD 
Subsystems masked: CDC 

HER/LER current at the start: -0.0617 / -0.0019 mA
Number of HER/LER bunches: 1576.0 / 1576.0
Luminosity at start [10^30 /cm^2/sec]: 0.0
Rate (Trig. output) at start [Hz]: 0.0
Solenoid: OFF (0.0 T, 0 A)
Total events: -99
Integrated Luminosity [10^33 /cm^2]: -99

Stopped because of:"
14104;Tue  01 Oct 2019 12:00:55 +0000;"run number 683";"2019/10/01 20:50 JST";"sreiter";"New Run";"DAQ study";"10";"683";"-99";"0:10:05";"OFF";"SVD | CDC | ARICH | ECL | KLM | TRG";"0";"Run was started at 2019/10/01 20:50 JST
Run was stopped at 2019/10/01 21:00 JST
Experiment: 10
Runnumber: 683
Run type: DAQ study
Trigger type: poisson, 30000 Hz
HLT Script: passthrough

HV state: PEAK
Subsystems in PEAK: SVD ARICH PXD 
Subsystems masked: CDC 

HER/LER current at the start: -0.0617 / -0.0019 mA
Number of HER/LER bunches: 1576.0 / 1576.0
Luminosity at start [10^30 /cm^2/sec]: 0.0
Rate (Trig. output) at start [Hz]: 0.0
Solenoid: OFF (0.0 T, 0 A)
Total events: -99
Integrated Luminosity [10^33 /cm^2]: -99

Stopped because of:"
14103;Tue  01 Oct 2019 11:47:46 +0000;"run number 682";"2019/10/01 20:34 JST";"sreiter";"New Run";"DAQ study";"10";"682";"-99";"0:13:26";"OFF";"SVD | CDC | ARICH | ECL | KLM | TRG";"0";"Run was started at 2019/10/01 20:34 JST
Run was stopped at 2019/10/01 20:47 JST
Experiment: 10
Runnumber: 682
Run type: DAQ study
Trigger type: poisson, 30000 Hz
HLT Script: passthrough

HV state: PEAK
Subsystems in PEAK: SVD ARICH PXD 
Subsystems masked: CDC 

HER/LER current at the start: -0.0617 / -0.0019 mA
Number of HER/LER bunches: 1576.0 / 1576.0
Luminosity at start [10^30 /cm^2/sec]: 0.0
Rate (Trig. output) at start [Hz]: 0.0
Solenoid: OFF (0.0 T, 0 A)
Total events: -99
Integrated Luminosity [10^33 /cm^2]: -99

Stopped because of:"
14098;Tue  01 Oct 2019 11:00:40 +0000;"run number 673";"2019/10/01 19:59 JST";"sreiter";"New Run";"DAQ study";"10";"673";"-99";"0:00:55";"OFF";"PXD | SVD | ARICH | ECL | KLM | TRG";"0";"Run was started at 2019/10/01 19:59 JST
Run was stopped at 2019/10/01 20:00 JST
Experiment: 10
Runnumber: 673
Run type: DAQ study
Trigger type: poisson, 30000 Hz
HLT Script: passthrough

HV state: PEAK
Subsystems in PEAK: SVD ARICH PXD 
Subsystems masked: CDC 

HER/LER current at the start: -0.0617 / -0.0019 mA
Number of HER/LER bunches: 1576.0 / 1576.0
Luminosity at start [10^30 /cm^2/sec]: 0.0
Rate (Trig. output) at start [Hz]: 0.0
Solenoid: OFF (0.0 T, 0 A)
Total events: -99
Integrated Luminosity [10^33 /cm^2]: -99

Stopped because of:"
14097;Tue  01 Oct 2019 10:54:26 +0000;"run number 669";"2019/10/01 19:51 JST";"sreiter";"New Run";"DAQ study";"10";"669";"-99";"0:02:45";"OFF";"PXD | SVD | ARICH | ECL | KLM | TRG";"0";"Run was started at 2019/10/01 19:51 JST
Run was stopped at 2019/10/01 19:54 JST
Experiment: 10
Runnumber: 669
Run type: DAQ study
Trigger type: poisson, 30000 Hz
HLT Script: passthrough

HV state: PEAK
Subsystems in PEAK: SVD ARICH PXD 
Subsystems masked: CDC 

HER/LER current at the start: -0.0617 / -0.0019 mA
Number of HER/LER bunches: 1576.0 / 1576.0
Luminosity at start [10^30 /cm^2/sec]: 0.0
Rate (Trig. output) at start [Hz]: 0.0
Solenoid: OFF (0.0 T, 0 A)
Total events: -99
Integrated Luminosity [10^33 /cm^2]: -99

Stopped because of:"
14096;Tue  01 Oct 2019 10:48:16 +0000;"run number 667";"2019/10/01 19:47 JST";"sreiter";"New Run";"DAQ study";"10";"667";"-99";"0:00:57";"OFF";"PXD | SVD | ARICH | ECL | KLM | TRG";"0";"Run was started at 2019/10/01 19:47 JST
Run was stopped at 2019/10/01 19:48 JST
Experiment: 10
Runnumber: 667
Run type: DAQ study
Trigger type: poisson, 30000 Hz
HLT Script: passthrough

HV state: PEAK
Subsystems in PEAK: SVD ARICH PXD 
Subsystems masked: CDC 

HER/LER current at the start: -0.0617 / -0.0019 mA
Number of HER/LER bunches: 1576.0 / 1576.0
Luminosity at start [10^30 /cm^2/sec]: 0.0
Rate (Trig. output) at start [Hz]: 0.0
Solenoid: OFF (0.0 T, 0 A)
Total events: -99
Integrated Luminosity [10^33 /cm^2]: -99

Stopped because of:"
14095;Tue  01 Oct 2019 10:44:14 +0000;"run number 665";"2019/10/01 19:33 JST";"sreiter";"New Run";"DAQ study";"10";"665";"-99";"0:10:19";"OFF";"PXD | SVD | ARICH | ECL | KLM | TRG";"0";"Run was started at 2019/10/01 19:33 JST
Run was stopped at 2019/10/01 19:44 JST
Experiment: 10
Runnumber: 665
Run type: DAQ study
Trigger type: poisson, 30000 Hz
HLT Script: passthrough

HV state: PEAK
Subsystems in PEAK: SVD ARICH PXD 
Subsystems masked: CDC 

HER/LER current at the start: -0.0617 / -0.0019 mA
Number of HER/LER bunches: 1576.0 / 1576.0
Luminosity at start [10^30 /cm^2/sec]: 0.0
Rate (Trig. output) at start [Hz]: 0.0
Solenoid: OFF (0.0 T, 0 A)
Total events: -99
Integrated Luminosity [10^33 /cm^2]: -99

Stopped because of:"
14094;Tue  01 Oct 2019 10:30:36 +0000;"run number 662";"2019/10/01 19:14 JST";"sreiter";"New Run";"DAQ study";"10";"662";"-99";"0:15:56";"OFF";"PXD | SVD | ARICH | ECL | KLM";"0";"Run was started at 2019/10/01 19:14 JST
Run was stopped at 2019/10/01 19:30 JST
Experiment: 10
Runnumber: 662
Run type: DAQ study
Trigger type: poisson, 30000 Hz
HLT Script: passthrough

HV state: PEAK
Subsystems in PEAK: SVD ARICH PXD 
Subsystems masked: CDC 

HER/LER current at the start: -0.0617 / -0.0019 mA
Number of HER/LER bunches: 1576.0 / 1576.0
Luminosity at start [10^30 /cm^2/sec]: 0.0
Rate (Trig. output) at start [Hz]: 0.0
Solenoid: OFF (0.0 T, 0 A)
Total events: -99
Integrated Luminosity [10^33 /cm^2]: -99

Stopped because of:"
14093;Tue  01 Oct 2019 10:10:43 +0000;"run number 659";"2019/10/01 19:07 JST";"sreiter";"New Run";"DAQ study";"10";"659";"-99";"0:02:44";"OFF";"PXD | ARICH | ECL | KLM";"0";"Run was started at 2019/10/01 19:07 JST
Run was stopped at 2019/10/01 19:10 JST
Experiment: 10
Runnumber: 659
Run type: DAQ study
Trigger type: poisson, 30000 Hz
HLT Script: passthrough

HV state: UNKNOWN
Subsystems in PEAK: SVD ARICH PXD 
Subsystems masked: CDC 

HER/LER current at the start: -0.0617 / -0.0019 mA
Number of HER/LER bunches: 1576.0 / 1576.0
Luminosity at start [10^30 /cm^2/sec]: 0.0
Rate (Trig. output) at start [Hz]: 0.0
Solenoid: OFF (0.0 T, 0 A)
Total events: -99
Integrated Luminosity [10^33 /cm^2]: -99

Stopped because of:"
14092;Tue  01 Oct 2019 10:04:34 +0000;"run number 658";"2019/10/01 18:57 JST";"sreiter";"New Run";"DAQ study";"10";"658";"-99";"0:06:49";"OFF";"PXD | ARICH | ECL | KLM";"0";"Run was started at 2019/10/01 18:57 JST
Run was stopped at 2019/10/01 19:04 JST
Experiment: 10
Runnumber: 658
Run type: DAQ study
Trigger type: poisson, 30000 Hz
HLT Script: passthrough

HV state: PEAK
Subsystems in PEAK: SVD ARICH PXD 
Subsystems masked: CDC 

HER/LER current at the start: -0.0617 / -0.0019 mA
Number of HER/LER bunches: 1576.0 / 1576.0
Luminosity at start [10^30 /cm^2/sec]: 0.0
Rate (Trig. output) at start [Hz]: 0.0
Solenoid: OFF (0.0 T, 0 A)
Total events: -99
Integrated Luminosity [10^33 /cm^2]: -99

Stopped because of:"
14091;Tue  01 Oct 2019 09:53:08 +0000;"run number 657";"2019/10/01 18:52 JST";"sreiter";"New Run";"DAQ study";"10";"657";"-99";"0:00:07";"OFF";"PXD | ARICH | ECL | KLM";"0";"Run was started at 2019/10/01 18:52 JST
Run was stopped at 2019/10/01 18:53 JST
Experiment: 10
Runnumber: 657
Run type: DAQ study
Trigger type: poisson, 30000 Hz
HLT Script: passthrough

HV state: PEAK
Subsystems in PEAK: SVD ARICH PXD 
Subsystems masked: CDC 

HER/LER current at the start: -0.0617 / -0.0019 mA
Number of HER/LER bunches: 1576.0 / 1576.0
Luminosity at start [10^30 /cm^2/sec]: 0.0
Rate (Trig. output) at start [Hz]: 0.0
Solenoid: OFF (0.0 T, 0 A)
Total events: -99
Integrated Luminosity [10^33 /cm^2]: -99

Stopped because of:"
14090;Tue  01 Oct 2019 09:50:50 +0000;"run number 656";"2019/10/01 18:48 JST";"sreiter";"New Run";"DAQ study";"10";"656";"-99";"0:02:03";"OFF";"ARICH | ECL | KLM";"0";"Run was started at 2019/10/01 18:48 JST
Run was stopped at 2019/10/01 18:50 JST
Experiment: 10
Runnumber: 656
Run type: DAQ study
Trigger type: poisson, 30000 Hz
HLT Script: passthrough

HV state: PEAK
Subsystems in PEAK: SVD ARICH PXD 
Subsystems masked: CDC 

HER/LER current at the start: -0.0617 / -0.0019 mA
Number of HER/LER bunches: 1576.0 / 1576.0
Luminosity at start [10^30 /cm^2/sec]: 0.0
Rate (Trig. output) at start [Hz]: 0.0
Solenoid: OFF (0.0 T, 0 A)
Total events: -99
Integrated Luminosity [10^33 /cm^2]: -99

Stopped because of:"
14089;Tue  01 Oct 2019 09:44:47 +0000;"run number 655";"2019/10/01 18:44 JST";"sreiter";"New Run";"DAQ study";"10";"655";"-99";"0:00:03";"OFF";"SVD | ARICH | ECL | KLM";"0";"Run was started at 2019/10/01 18:44 JST
Run was stopped at 2019/10/01 18:44 JST
Experiment: 10
Runnumber: 655
Run type: DAQ study
Trigger type: poisson, 30000 Hz
HLT Script: passthrough

HV state: PEAK
Subsystems in PEAK: SVD ARICH PXD 
Subsystems masked: CDC 

HER/LER current at the start: -0.0617 / -0.0019 mA
Number of HER/LER bunches: 1576.0 / 1576.0
Luminosity at start [10^30 /cm^2/sec]: 0.0
Rate (Trig. output) at start [Hz]: 0.0
Solenoid: OFF (0.0 T, 0 A)
Total events: -99
Integrated Luminosity [10^33 /cm^2]: -99

Stopped because of:"
14088;Tue  01 Oct 2019 09:42:22 +0000;"run number 654";"2019/10/01 18:42 JST";"sreiter";"New Run";"DAQ study";"10";"654";"-99";"0:00:03";"OFF";"SVD | ARICH | ECL | KLM";"0";"Run was started at 2019/10/01 18:42 JST
Run was stopped at 2019/10/01 18:42 JST
Experiment: 10
Runnumber: 654
Run type: DAQ study
Trigger type: poisson, 30000 Hz
HLT Script: passthrough

HV state: PEAK
Subsystems in PEAK: SVD ARICH PXD 
Subsystems masked: CDC 

HER/LER current at the start: -0.0617 / -0.0019 mA
Number of HER/LER bunches: 1576.0 / 1576.0
Luminosity at start [10^30 /cm^2/sec]: 0.0
Rate (Trig. output) at start [Hz]: 0.0
Solenoid: OFF (0.0 T, 0 A)
Total events: -99
Integrated Luminosity [10^33 /cm^2]: -99

Stopped because of:"
14087;Tue  01 Oct 2019 09:36:28 +0000;"run number 653";"2019/10/01 18:33 JST";"sreiter";"New Run";"DAQ study";"10";"653";"-99";"0:02:31";"OFF";"PXD | ARICH | KLM";"0";"Run was started at 2019/10/01 18:33 JST
Run was stopped at 2019/10/01 18:36 JST
Experiment: 10
Runnumber: 653
Run type: DAQ study
Trigger type: poisson, 30000 Hz
HLT Script: passthrough

HV state: PEAK
Subsystems in PEAK: SVD ARICH PXD 
Subsystems masked: CDC 

HER/LER current at the start: -0.0617 / -0.0019 mA
Number of HER/LER bunches: 1576.0 / 1576.0
Luminosity at start [10^30 /cm^2/sec]: 0.0
Rate (Trig. output) at start [Hz]: 0.0
Solenoid: OFF (0.0 T, 0 A)
Total events: -99
Integrated Luminosity [10^33 /cm^2]: -99

Stopped because of:"
14086;Tue  01 Oct 2019 09:30:50 +0000;"run number 652";"2019/10/01 18:30 JST";"sreiter";"New Run";"DAQ study";"10";"652";"-99";"0:00:07";"OFF";"PXD | ARICH | KLM";"0";"Run was started at 2019/10/01 18:30 JST
Run was stopped at 2019/10/01 18:30 JST
Experiment: 10
Runnumber: 652
Run type: DAQ study
Trigger type: poisson, 30000 Hz
HLT Script: passthrough

HV state: PEAK
Subsystems in PEAK: SVD ARICH PXD 
Subsystems masked: CDC 

HER/LER current at the start: -0.0617 / -0.0019 mA
Number of HER/LER bunches: 1576.0 / 1576.0
Luminosity at start [10^30 /cm^2/sec]: 0.0
Rate (Trig. output) at start [Hz]: 0.0
Solenoid: OFF (0.0 T, 0 A)
Total events: -99
Integrated Luminosity [10^33 /cm^2]: -99

Stopped because of:"
14083;Tue  01 Oct 2019 09:15:20 +0000;"run number 649";"2019/10/01 18:13 JST";"sreiter";"New Run";"DAQ study";"10";"649";"-99";"0:02:18";"OFF";"ARICH | KLM";"0";"Run was started at 2019/10/01 18:13 JST
Run was stopped at 2019/10/01 18:15 JST
Experiment: 10
Runnumber: 649
Run type: DAQ study
Trigger type: poisson, 30000 Hz
HLT Script: passthrough

HV state: PEAK
Subsystems in PEAK: SVD ARICH 
Subsystems masked: CDC 

HER/LER current at the start: -0.0617 / -0.0019 mA
Number of HER/LER bunches: 1576.0 / 1576.0
Luminosity at start [10^30 /cm^2/sec]: 0.0
Rate (Trig. output) at start [Hz]: 0.0
Solenoid: OFF (0.0 T, 0 A)
Total events: -99
Integrated Luminosity [10^33 /cm^2]: -99

Stopped because of:"
14082;Tue  01 Oct 2019 09:08:52 +0000;"run number 648";"2019/10/01 17:58 JST";"sreiter";"New Run";"DAQ study";"10";"648";"-99";"0:10:30";"OFF";"ARICH | KLM";"0";"Run was started at 2019/10/01 17:58 JST
Run was stopped at 2019/10/01 18:08 JST
Experiment: 10
Runnumber: 648
Run type: DAQ study
Trigger type: poisson, 30000 Hz
HLT Script: passthrough

HV state: PEAK
Subsystems in PEAK: SVD ARICH 
Subsystems masked: CDC 

HER/LER current at the start: -0.0617 / -0.0019 mA
Number of HER/LER bunches: 1576.0 / 1576.0
Luminosity at start [10^30 /cm^2/sec]: 0.0
Rate (Trig. output) at start [Hz]: 0.0
Solenoid: OFF (0.0 T, 0 A)
Total events: -99
Integrated Luminosity [10^33 /cm^2]: -99

Stopped because of:"
14081;Tue  01 Oct 2019 08:54:31 +0000;"run number 645";"2019/10/01 17:44 JST";"sreiter";"New Run";"DAQ study";"10";"645";"-99";"0:10:23";"OFF";"ARICH | KLM";"0";"Run was started at 2019/10/01 17:44 JST
Run was stopped at 2019/10/01 17:54 JST
Experiment: 10
Runnumber: 645
Run type: DAQ study
Trigger type: poisson, 30000 Hz
HLT Script: passthrough

HV state: UNKNOWN
Subsystems in PEAK: SVD ARICH 
Subsystems masked: CDC 

HER/LER current at the start: -0.0617 / -0.0019 mA
Number of HER/LER bunches: 1576.0 / 1576.0
Luminosity at start [10^30 /cm^2/sec]: 0.0
Rate (Trig. output) at start [Hz]: 0.0
Solenoid: OFF (0.0 T, 0 A)
Total events: -99
Integrated Luminosity [10^33 /cm^2]: -99

Stopped because of:"
14080;Tue  01 Oct 2019 08:41:40 +0000;"run number 644";"2019/10/01 17:40 JST";"sreiter";"New Run";"DAQ study";"10";"644";"-99";"0:01:21";"OFF";"ARICH | KLM";"0";"Run was started at 2019/10/01 17:40 JST
Run was stopped at 2019/10/01 17:41 JST
Experiment: 10
Runnumber: 644
Run type: DAQ study
Trigger type: poisson, 30000 Hz
HLT Script: passthrough

HV state: PEAK
Subsystems in PEAK: SVD ARICH 
Subsystems masked: CDC 

HER/LER current at the start: -0.0617 / -0.0019 mA
Number of HER/LER bunches: 1576.0 / 1576.0
Luminosity at start [10^30 /cm^2/sec]: 0.0
Rate (Trig. output) at start [Hz]: 0.0
Solenoid: OFF (0.0 T, 0 A)
Total events: -99
Integrated Luminosity [10^33 /cm^2]: -99

Stopped because of:"
14079;Tue  01 Oct 2019 08:38:19 +0000;"run number 643";"2019/10/01 17:36 JST";"sreiter";"New Run";"DAQ study";"10";"643";"-99";"0:01:32";"OFF";"ARICH | KLM";"0";"Run was started at 2019/10/01 17:36 JST
Run was stopped at 2019/10/01 17:38 JST
Experiment: 10
Runnumber: 643
Run type: DAQ study
Trigger type: poisson, 30000 Hz
HLT Script: passthrough

HV state: UNKNOWN
Subsystems in PEAK: SVD ARICH 
Subsystems masked: CDC 

HER/LER current at the start: -0.0617 / -0.0019 mA
Number of HER/LER bunches: 1576.0 / 1576.0
Luminosity at start [10^30 /cm^2/sec]: 0.0
Rate (Trig. output) at start [Hz]: 0.0
Solenoid: OFF (0.0 T, 0 A)
Total events: -99
Integrated Luminosity [10^33 /cm^2]: -99

Stopped because of:"
14078;Tue  01 Oct 2019 08:32:56 +0000;"run number 642";"2019/10/01 17:31 JST";"sreiter";"New Run";"DAQ study";"10";"642";"-99";"0:01:21";"OFF";"SVD | ARICH | KLM";"0";"Run was started at 2019/10/01 17:31 JST
Run was stopped at 2019/10/01 17:32 JST
Experiment: 10
Runnumber: 642
Run type: DAQ study
Trigger type: poisson, 30000 Hz
HLT Script: passthrough

HV state: UNKNOWN
Subsystems in PEAK: SVD 
Subsystems masked: CDC 

HER/LER current at the start: -0.0617 / -0.0019 mA
Number of HER/LER bunches: 1576.0 / 1576.0
Luminosity at start [10^30 /cm^2/sec]: 0.0
Rate (Trig. output) at start [Hz]: 0.0
Solenoid: OFF (0.0 T, 0 A)
Total events: -99
Integrated Luminosity [10^33 /cm^2]: -99

Stopped because of:"
14077;Tue  01 Oct 2019 08:26:37 +0000;"run number 632";"2019/10/01 17:04 JST";"sreiter";"New Run";"DAQ study";"10";"632";"-99";"0:22:11";"OFF";"PXD | SVD | ARICH | KLM";"0";"Run was started at 2019/10/01 17:04 JST
Run was stopped at 2019/10/01 17:26 JST
Experiment: 10
Runnumber: 632
Run type: DAQ study
Trigger type: poisson, 30000 Hz
HLT Script: passthrough

HV state: PEAK
Subsystems in PEAK: SVD ARICH PXD 
Subsystems masked: CDC 

HER/LER current at the start: -0.0617 / -0.0019 mA
Number of HER/LER bunches: 1576.0 / 1576.0
Luminosity at start [10^30 /cm^2/sec]: 0.0
Rate (Trig. output) at start [Hz]: 0.0
Solenoid: OFF (0.0 T, 0 A)
Total events: -99
Integrated Luminosity [10^33 /cm^2]: -99

Stopped because of:"
14076;Tue  01 Oct 2019 07:58:18 +0000;"run number 631";"2019/10/01 16:53 JST";"sreiter";"New Run";"DAQ study";"10";"631";"-99";"0:04:41";"OFF";"PXD | SVD | ARICH | KLM";"0";"Run was started at 2019/10/01 16:53 JST
Run was stopped at 2019/10/01 16:58 JST
Experiment: 10
Runnumber: 631
Run type: DAQ study
Trigger type: poisson, 30000 Hz
HLT Script: passthrough

HV state: PEAK
Subsystems in PEAK: SVD ARICH PXD 
Subsystems masked: CDC 

HER/LER current at the start: -0.0617 / -0.0019 mA
Number of HER/LER bunches: 1576.0 / 1576.0
Luminosity at start [10^30 /cm^2/sec]: 0.0
Rate (Trig. output) at start [Hz]: 0.0
Solenoid: OFF (0.0 T, 0 A)
Total events: -99
Integrated Luminosity [10^33 /cm^2]: -99

Stopped because of:"
14075;Tue  01 Oct 2019 07:50:04 +0000;"run number 627";"2019/10/01 16:49 JST";"sreiter";"New Run";"DAQ study";"10";"627";"-99";"0:00:57";"OFF";"PXD | SVD | ARICH | KLM";"0";"Run was started at 2019/10/01 16:49 JST
Run was stopped at 2019/10/01 16:50 JST
Experiment: 10
Runnumber: 627
Run type: DAQ study
Trigger type: poisson, 30000 Hz
HLT Script: passthrough

HV state: PEAK
Subsystems in PEAK: SVD ARICH PXD 
Subsystems masked: CDC 

HER/LER current at the start: -0.0617 / -0.0019 mA
Number of HER/LER bunches: 1576.0 / 1576.0
Luminosity at start [10^30 /cm^2/sec]: 0.0
Rate (Trig. output) at start [Hz]: 0.0
Solenoid: OFF (0.0 T, 0 A)
Total events: -99
Integrated Luminosity [10^33 /cm^2]: -99

Stopped because of:"
14074;Tue  01 Oct 2019 07:46:01 +0000;"run number 622";"2019/10/01 16:44 JST";"sreiter";"New Run";"DAQ study";"10";"622";"-99";"0:01:32";"OFF";"PXD | SVD | ARICH | KLM";"0";"Run was started at 2019/10/01 16:44 JST
Run was stopped at 2019/10/01 16:45 JST
Experiment: 10
Runnumber: 622
Run type: DAQ study
Trigger type: poisson, 30000 Hz
HLT Script: passthrough

HV state: PEAK
Subsystems in PEAK: SVD ARICH PXD 
Subsystems masked: CDC 

HER/LER current at the start: -0.0617 / -0.0019 mA
Number of HER/LER bunches: 1576.0 / 1576.0
Luminosity at start [10^30 /cm^2/sec]: 0.0
Rate (Trig. output) at start [Hz]: 0.0
Solenoid: OFF (0.0 T, 0 A)
Total events: -99
Integrated Luminosity [10^33 /cm^2]: -99

Stopped because of:"
14073;Tue  01 Oct 2019 07:41:18 +0000;"run number 619";"2019/10/01 16:38 JST";"sreiter";"New Run";"DAQ study";"10";"619";"-99";"0:02:59";"OFF";"PXD | SVD | ARICH | KLM";"0";"Run was started at 2019/10/01 16:38 JST
Run was stopped at 2019/10/01 16:41 JST
Experiment: 10
Runnumber: 619
Run type: DAQ study
Trigger type: poisson, 30000 Hz
HLT Script: passthrough

HV state: PEAK
Subsystems in PEAK: SVD ARICH PXD 
Subsystems masked: CDC 

HER/LER current at the start: -0.0617 / -0.0019 mA
Number of HER/LER bunches: 1576.0 / 1576.0
Luminosity at start [10^30 /cm^2/sec]: 0.0
Rate (Trig. output) at start [Hz]: 0.0
Solenoid: OFF (0.0 T, 0 A)
Total events: -99
Integrated Luminosity [10^33 /cm^2]: -99

Stopped because of:"
14072;Tue  01 Oct 2019 07:35:30 +0000;"run number 618";"2019/10/01 16:31 JST";"sreiter";"New Run";"DAQ study";"10";"618";"-99";"0:04:19";"OFF";"PXD | SVD | ARICH | KLM";"0";"Run was started at 2019/10/01 16:31 JST
Run was stopped at 2019/10/01 16:35 JST
Experiment: 10
Runnumber: 618
Run type: DAQ study
Trigger type: poisson, 30000 Hz
HLT Script: passthrough

HV state: PEAK
Subsystems in PEAK: SVD ARICH PXD 
Subsystems masked: CDC 

HER/LER current at the start: -0.0617 / -0.0019 mA
Number of HER/LER bunches: 1576.0 / 1576.0
Luminosity at start [10^30 /cm^2/sec]: 0.0
Rate (Trig. output) at start [Hz]: 0.0
Solenoid: OFF (0.0 T, 0 A)
Total events: -99
Integrated Luminosity [10^33 /cm^2]: -99

Stopped because of: KLM BUSY"
14062;Tue  01 Oct 2019 06:02:09 +0000;"run number 601";"2019/10/01 15:00 JST";"sreiter";"New Run";"DAQ study";"10";"601";"-99";"0:01:13";"OFF";"PXD | SVD | ARICH | KLM";"0";"Run was started at 2019/10/01 15:00 JST
Run was stopped at 2019/10/01 15:02 JST
Experiment: 10
Runnumber: 601
Run type: DAQ study
Trigger type: poisson, 30000 Hz
HLT Script: passthrough

HV state: PEAK
Subsystems in PEAK: SVD ARICH PXD 
Subsystems masked: CDC 

HER/LER current at the start: -0.0617 / -0.0019 mA
Number of HER/LER bunches: 1576.0 / 1576.0
Luminosity at start [10^30 /cm^2/sec]: 0.0
Rate (Trig. output) at start [Hz]: 0.0
Solenoid: OFF (0.0 T, 0 A)
Total events: -99
Integrated Luminosity [10^33 /cm^2]: -99

Stopped because of:exclude HLT02/STORE02"
